policyid,customerid,premium,avgclaimamount,tenure,date
PLY-2287,0762,2099,409139,5,2015-10-09
PLY-2288,0763,4230,339171,5,2015-06-07
PLY-2289,0763,2090,401658,5,2015-10-30
PLY-2290,0763,3279,494811,5,2015-05-24
PLY-2291,0764,4973,454733,5,2015-11-21
PLY-2292,0764,3212,313128,5,2017-03-15
PLY-2293,0764,4028,257226,5,2016-10-29
PLY-2294,0765,4706,387616,5,2017-02-20
PLY-2295,0765,4167,400120,5,2018-02-16
PLY-2296,0765,4739,411719,5,2016-05-16
PLY-2297,0766,2372,254397,5,2017-03-24
PLY-2298,0766,3946,407175,5,2017-10-22
PLY-2299,0766,4371,348856,5,2018-09-27
PLY-2300,0767,3786,370365,5,2017-11-22
PLY-2301,0767,3688,321206,5,2018-05-03
PLY-2302,0767,2072,263851,5,2015-12-12
PLY-2303,0768,3716,357052,5,2018-04-26
PLY-2304,0768,4984,481417,5,2015-03-24
PLY-2305,0768,3396,420386,5,2018-02-22
PLY-2306,0769,3414,444281,5,2017-02-09
PLY-2307,0769,3621,276925,5,2016-11-08
PLY-2308,0769,4153,474470,5,2017-10-30
PLY-2309,0770,4415,275886,5,2018-12-22
PLY-2310,0770,2560,333849,5,2017-09-20
PLY-2311,0770,3671,485767,5,2015-05-07
PLY-2312,0771,3858,267665,5,2018-04-10
PLY-2313,0771,3222,406085,5,2018-08-14
PLY-2314,0771,3438,468517,5,2018-11-14
PLY-2315,0772,3827,437679,5,2016-04-05
PLY-2316,0772,3696,288318,5,2018-02-19
PLY-2317,0772,4718,494106,5,2017-09-30
PLY-2318,0773,2064,308386,5,2015-05-07
PLY-2319,0773,2358,398035,5,2016-12-30
PLY-2320,0773,4896,275125,5,2017-04-01
PLY-2321,0774,3044,485493,5,2016-10-14
PLY-2322,0774,2758,401770,5,2018-03-09
PLY-2323,0774,3588,343311,5,2018-05-13
PLY-2324,0775,4028,304020,5,2016-07-28
PLY-2325,0775,3212,408017,5,2016-04-12
PLY-2326,0775,3505,274981,5,2017-08-16
PLY-2327,0776,2490,464487,5,2016-01-04
PLY-2328,0776,2318,476933,5,2018-08-28
PLY-2329,0776,4351,410014,5,2016-10-27
PLY-2330,0777,4565,498350,5,2018-03-22
PLY-2331,0777,4986,410982,5,2015-02-21
PLY-2332,0777,3315,373753,5,2015-02-24
PLY-2333,0778,3149,342210,5,2018-12-21
PLY-2334,0778,3907,433029,5,2015-07-20
PLY-2335,0778,3390,372284,5,2015-11-10
PLY-2336,0779,4859,372023,5,2016-10-01
PLY-2337,0779,2902,497501,5,2017-12-23
PLY-2338,0779,2286,274664,5,2018-10-21
PLY-2339,0780,3514,431157,5,2016-11-15
PLY-2340,0780,2619,332437,5,2016-01-28
PLY-2341,0780,4463,379706,5,2015-11-10
PLY-2342,0781,3569,252801,5,2016-10-21
PLY-2343,0781,4959,297512,5,2018-03-18
PLY-2344,0781,4724,273980,5,2015-04-19
PLY-2345,0782,2585,257345,5,2016-09-21
PLY-2346,0782,3752,365815,5,2017-02-07
PLY-2347,0782,3332,417144,5,2018-12-03
PLY-2348,0783,4020,417914,5,2018-12-08
PLY-2349,0783,2171,284627,5,2017-06-02
PLY-2350,0783,3372,449340,5,2018-07-04
PLY-2351,0784,4832,350275,5,2018-10-15
PLY-2352,0784,4143,469790,5,2018-11-23
PLY-2353,0784,2465,405486,5,2018-11-29
PLY-2354,0785,2533,424624,5,2016-05-28
PLY-2355,0785,2205,290698,5,2017-03-27
PLY-2356,0785,3058,474303,5,2018-07-06
PLY-2357,0786,3795,272093,5,2016-12-13
PLY-2358,0786,4348,418289,5,2018-11-22
PLY-2359,0786,3317,316665,5,2016-01-11
PLY-2360,0787,4453,408682,5,2016-04-01
PLY-2361,0787,4083,258152,5,2015-10-10
PLY-2362,0787,4538,330906,5,2018-04-29
PLY-2363,0788,3541,416041,5,2016-09-06
PLY-2364,0788,4989,316012,5,2017-06-06
PLY-2365,0788,3171,296124,5,2015-12-03
PLY-2366,0789,3886,332009,5,2018-06-19
PLY-2367,0789,4299,398064,5,2017-04-17
PLY-2368,0789,4622,493853,5,2016-02-16
PLY-2369,0790,4367,266938,5,2015-09-02
PLY-2370,0790,4828,430535,5,2016-03-09
PLY-2371,0790,4382,304970,5,2016-06-10
PLY-2372,0791,4135,265987,5,2017-04-23
PLY-2373,0791,2088,441903,5,2015-01-26
PLY-2374,0791,4477,283266,5,2015-07-08
PLY-2375,0792,2253,257695,5,2016-02-05
PLY-2376,0792,2082,322947,5,2017-05-05
PLY-2377,0792,3703,424686,5,2015-04-14
PLY-2378,0793,2206,481545,5,2017-04-20
PLY-2379,0793,2691,348558,5,2017-08-03
PLY-2380,0793,4845,251954,5,2015-04-16
PLY-2381,0794,4966,446375,5,2016-01-14
PLY-2382,0794,2282,368371,5,2018-11-17
PLY-2383,0794,2190,448548,5,2016-04-20
PLY-2384,0795,2834,296394,5,2015-12-20
PLY-2385,0795,4210,343948,5,2016-05-29
PLY-2386,0795,2769,288466,5,2017-09-30
PLY-2387,0796,3762,290526,5,2018-10-05
PLY-2388,0796,3413,351780,5,2018-05-14
PLY-2389,0796,4094,303639,5,2016-07-25
PLY-2390,0797,4251,383059,5,2015-08-11
PLY-2391,0797,3105,431131,5,2015-10-04
PLY-2392,0797,3138,496532,5,2016-06-25
PLY-2393,0798,3873,360333,5,2018-03-17
PLY-2394,0798,2452,297384,5,2015-11-23
PLY-2395,0798,3244,341524,5,2016-02-19
PLY-2396,0799,4922,322968,5,2015-05-27
PLY-2397,0799,3034,291796,5,2018-05-20
PLY-2398,0799,4680,391699,5,2017-12-08
PLY-2399,0800,2955,347831,5,2016-01-10
PLY-2400,0800,4485,307647,5,2017-07-28
PLY-2401,0800,2480,308073,5,2017-11-01
PLY-2402,0801,3607,318220,5,2018-04-27
PLY-2403,0801,2531,366773,5,2016-11-12
PLY-2404,0801,4114,403948,5,2018-03-01
PLY-2405,0802,2099,439191,5,2015-07-04
PLY-2406,0802,4248,444268,5,2017-01-01
PLY-2407,0802,2803,403714,5,2015-05-19
PLY-2408,0803,2769,445767,5,2016-03-17
PLY-2409,0803,3475,422959,5,2017-09-17
PLY-2410,0803,4328,387692,5,2018-03-24
PLY-2411,0804,2778,405583,5,2016-08-02
PLY-2412,0804,2326,276234,5,2015-06-08
PLY-2413,0804,3225,377922,5,2018-03-09
PLY-2414,0805,3576,250700,5,2018-12-19
PLY-2415,0805,2266,266915,5,2018-01-29
PLY-2416,0805,4040,413294,5,2018-01-24
PLY-2417,0806,4637,333578,5,2017-10-09
PLY-2418,0806,3307,389218,5,2018-01-16
PLY-2419,0806,4443,490151,5,2017-11-07
PLY-2420,0807,3027,291152,5,2016-01-28
PLY-2421,0807,2504,277429,5,2016-05-08
PLY-2422,0807,2000,396368,5,2016-05-27
PLY-2423,0808,4373,288013,5,2015-03-11
PLY-2424,0808,4425,269058,5,2015-10-20
PLY-2425,0808,2800,388410,5,2018-06-21
PLY-2426,0809,3561,483668,5,2017-06-19
PLY-2427,0809,3226,473885,5,2016-12-07
PLY-2428,0809,3804,303599,5,2015-11-18
PLY-2429,0810,4323,436067,5,2017-10-17
PLY-2430,0810,3895,413761,5,2016-09-06
PLY-2431,0810,4606,268532,5,2018-08-21
PLY-2432,0811,3695,485202,5,2015-10-22
PLY-2433,0811,2760,390452,5,2016-12-02
PLY-2434,0811,3860,396258,5,2016-07-31
PLY-2435,0812,4778,278072,5,2015-06-12
PLY-2436,0812,3897,281101,5,2017-06-30
PLY-2437,0812,4206,334214,5,2018-02-21
PLY-2438,0813,3026,491325,5,2015-01-05
PLY-2439,0813,3853,268970,5,2018-01-23
PLY-2440,0813,3877,426066,5,2017-09-07
PLY-2441,0814,2394,440211,5,2015-05-19
PLY-2442,0814,3552,297776,5,2016-02-03
PLY-2443,0814,2499,253187,5,2015-01-30
PLY-2444,0815,4495,389365,5,2015-11-26
PLY-2445,0815,2797,300038,5,2015-12-12
PLY-2446,0815,2580,491726,5,2018-08-29
PLY-2447,0816,2363,306263,5,2015-12-14
PLY-2448,0816,2772,419152,5,2015-09-26
PLY-2449,0816,3063,404344,5,2017-09-08
PLY-2450,0817,4421,324426,5,2016-06-14
PLY-2451,0817,2039,464598,5,2015-01-18
PLY-2452,0817,2671,414981,5,2016-11-12
PLY-2453,0818,4848,297139,5,2015-02-04
PLY-2454,0818,2099,439576,5,2016-07-09
PLY-2455,0818,3358,389553,5,2018-10-04
PLY-2456,0819,4358,399184,5,2018-03-26
PLY-2457,0819,2178,486976,5,2016-04-04
PLY-2458,0819,4028,472755,5,2016-08-19
PLY-2459,0820,2373,389999,5,2016-06-11
PLY-2460,0820,4194,390014,5,2016-05-30
PLY-2461,0820,3203,374145,5,2015-07-30
PLY-2462,0821,2091,413688,5,2018-05-21
PLY-2463,0821,4782,417598,5,2015-09-30
PLY-2464,0821,2834,459088,5,2017-05-03
PLY-2465,0822,2738,308287,5,2015-04-29
PLY-2466,0822,4265,476075,5,2017-09-22
PLY-2467,0822,3035,273890,5,2015-12-18
PLY-2468,0823,2468,297083,5,2016-11-12
PLY-2469,0823,2647,452758,5,2017-06-01
PLY-2470,0823,3193,264891,5,2017-12-19
PLY-2471,0824,3710,307848,5,2015-07-05
PLY-2472,0824,3646,459253,5,2017-01-23
PLY-2473,0824,4245,387145,5,2018-04-04
PLY-2474,0825,4993,450820,5,2017-07-20
PLY-2475,0825,3633,379750,5,2018-08-29
PLY-2476,0825,4542,447935,5,2016-07-05
PLY-2477,0826,2718,274534,5,2016-07-17
PLY-2478,0826,4130,284844,5,2016-09-30
PLY-2479,0826,2985,451229,5,2017-07-04
PLY-2480,0827,2266,486205,5,2016-12-11
PLY-2481,0827,4400,468882,5,2016-09-04
PLY-2482,0827,2907,292840,5,2018-02-10
PLY-2483,0828,4355,388061,5,2015-02-09
PLY-2484,0828,2765,271705,5,2015-05-31
PLY-2485,0828,3338,375239,5,2017-11-29
PLY-2486,0829,4679,313738,5,2016-10-01
PLY-2487,0829,2246,480178,5,2018-01-24
PLY-2488,0829,4191,340243,5,2016-10-24
PLY-2489,0830,3595,450249,5,2017-06-11
PLY-2490,0830,2664,258932,5,2017-08-09
PLY-2491,0830,4113,451622,5,2017-06-02
PLY-2492,0831,3803,464794,5,2016-04-27
PLY-2493,0831,4794,309848,5,2015-09-08
PLY-2494,0831,4111,371085,5,2015-12-26
PLY-2495,0832,2976,343357,5,2017-02-08
PLY-2496,0832,4990,417866,5,2015-05-12
PLY-2497,0832,4020,387989,5,2018-12-23
PLY-2498,0833,4507,276536,5,2015-02-18
PLY-2499,0833,3722,381988,5,2015-09-01
PLY-2500,0833,3873,298979,5,2018-04-22
PLY-2501,0834,3289,418767,5,2018-12-01
PLY-2502,0834,2327,335369,5,2017-05-27
PLY-2503,0834,2078,277448,5,2018-09-23
PLY-2504,0835,4528,315657,5,2017-03-31
PLY-2505,0835,2565,450825,5,2018-08-24
PLY-2506,0835,3430,384902,5,2018-12-15
PLY-2507,0836,2828,479875,5,2017-12-21
PLY-2508,0836,2391,444233,5,2016-04-11
PLY-2509,0836,2930,405970,5,2015-02-02
PLY-2510,0837,2699,356336,5,2017-04-17
PLY-2511,0837,3343,265229,5,2018-09-06
PLY-2512,0837,2282,378089,5,2016-02-03
PLY-2513,0838,2145,288813,5,2018-02-15
PLY-2514,0838,2134,348814,5,2017-05-13
PLY-2515,0838,4991,313326,5,2016-02-23
PLY-2516,0839,3488,478426,5,2018-02-25
PLY-2517,0839,4350,380805,5,2017-11-22
PLY-2518,0839,4371,358084,5,2016-07-03
PLY-2519,0840,2589,263449,5,2016-03-15
PLY-2520,0840,3216,355750,5,2015-12-30
PLY-2521,0840,2675,329731,5,2018-11-08
PLY-2522,0841,2913,488183,5,2016-07-26
PLY-2523,0841,2916,426983,5,2017-05-23
PLY-2524,0841,4768,466533,5,2016-05-05
PLY-2525,0842,2486,433398,5,2017-03-11
PLY-2526,0842,3030,326320,5,2018-03-27
PLY-2527,0842,3376,434294,5,2016-10-26
PLY-2528,0843,4482,447766,5,2018-05-30
PLY-2529,0843,3204,397176,5,2018-02-13
PLY-2530,0843,3161,251410,5,2017-05-03
PLY-2531,0844,2485,307391,5,2018-10-14
PLY-2532,0844,4765,301318,5,2017-12-22
PLY-2533,0844,3086,425646,5,2018-07-26
PLY-2534,0845,4619,455685,5,2015-12-17
PLY-2535,0845,4519,426142,5,2018-08-17
PLY-2536,0845,2683,369669,5,2016-04-27
PLY-2537,0846,4292,341191,5,2017-10-05
PLY-2538,0846,4842,467187,5,2018-10-08
PLY-2539,0846,4515,296932,5,2015-01-09
PLY-2540,0847,2879,282217,5,2016-12-03
PLY-2541,0847,4114,416869,5,2018-12-02
PLY-2542,0847,4941,259367,5,2018-03-12
PLY-2543,0848,3117,471113,5,2017-04-19
PLY-2544,0848,2314,317957,5,2018-10-23
PLY-2545,0848,2523,348894,5,2015-12-10
PLY-2546,0849,2871,312341,5,2018-02-18
PLY-2547,0849,2145,412773,5,2017-11-20
PLY-2548,0849,2978,401378,5,2018-11-14
PLY-2549,0850,4489,484553,5,2017-09-09
PLY-2550,0850,2743,280266,5,2018-12-09
PLY-2551,0850,3283,346350,5,2018-09-18
PLY-2552,0851,3109,368016,5,2015-04-09
PLY-2553,0851,3677,430750,5,2016-12-19
PLY-2554,0851,3355,320781,5,2018-05-28
PLY-2555,0852,3700,284523,5,2016-08-18
PLY-2556,0852,4445,252015,5,2015-09-01
PLY-2557,0852,3418,352995,5,2016-11-17
PLY-2558,0853,2910,446178,5,2015-07-11
PLY-2559,0853,2731,427327,5,2016-11-30
PLY-2560,0853,4865,474186,5,2017-10-19
PLY-2561,0854,3979,398888,5,2015-09-25
PLY-2562,0854,2330,333473,5,2017-06-25
PLY-2563,0854,2662,299148,5,2016-04-11
PLY-2564,0855,2838,341036,5,2016-12-12
PLY-2565,0855,3178,475923,5,2017-02-23
PLY-2566,0855,4839,492716,5,2016-09-02
PLY-2567,0856,3548,470444,5,2016-10-15
PLY-2568,0856,3453,262502,5,2015-04-04
PLY-2569,0856,3048,308604,5,2016-04-20
PLY-2570,0857,4298,368691,5,2016-06-02
PLY-2571,0857,3341,456086,5,2017-08-29
PLY-2572,0857,3638,498882,5,2015-10-22
PLY-2573,0858,2837,302371,5,2017-11-08
PLY-2574,0858,4708,417287,5,2018-05-12
PLY-2575,0858,3080,380768,5,2016-04-26
PLY-2576,0859,3255,400167,5,2018-03-05
PLY-2577,0859,2597,275856,5,2016-07-25
PLY-2578,0859,3318,287543,5,2017-10-15
PLY-2579,0860,2646,440943,5,2017-04-24
PLY-2580,0860,2920,424408,5,2018-04-21
PLY-2581,0860,4841,381482,5,2018-06-14
PLY-2582,0861,4743,267452,5,2016-11-21
PLY-2583,0861,2123,471666,5,2018-08-09
PLY-2584,0861,4430,465727,5,2018-06-29
PLY-2585,0862,2382,446105,5,2017-02-09
PLY-2586,0862,3669,271263,5,2016-08-15
PLY-2587,0862,3867,262655,5,2018-01-16
PLY-2588,0863,2278,422931,5,2017-03-28
PLY-2589,0863,2101,441722,5,2017-05-11
PLY-2590,0863,4909,408752,5,2016-06-02
PLY-2591,0864,2227,405481,5,2015-08-27
PLY-2592,0864,4225,420831,5,2017-08-08
PLY-2593,0864,4484,382694,5,2015-05-03
PLY-2594,0865,3459,312475,5,2017-04-13
PLY-2595,0865,4409,437551,5,2016-10-18
PLY-2596,0865,3889,255281,5,2016-08-06
PLY-2597,0866,3426,437569,5,2018-08-02
PLY-2598,0866,2671,431024,5,2018-12-09
PLY-2599,0866,4825,323631,5,2018-02-12
PLY-2600,0867,2578,341996,5,2016-01-01
PLY-2601,0867,4153,433499,5,2015-02-08
PLY-2602,0867,3276,281168,5,2016-02-14
PLY-2603,0868,4480,434402,5,2017-01-12
PLY-2604,0868,4954,348415,5,2015-07-16
PLY-2605,0868,3378,490897,5,2015-01-24
PLY-2606,0869,4668,275938,5,2018-10-06
PLY-2607,0869,2934,340421,5,2017-10-30
PLY-2608,0869,4258,327971,5,2018-02-04
PLY-2609,0870,2581,378646,5,2016-11-29
PLY-2610,0870,3992,487960,5,2015-09-10
PLY-2611,0870,3074,349669,5,2017-09-01
PLY-2612,0871,2131,405646,5,2015-11-17
PLY-2613,0871,2369,490677,5,2018-08-09
PLY-2614,0871,2413,348880,5,2016-03-23
PLY-2615,0872,2535,490987,5,2017-07-02
PLY-2616,0872,3888,497048,5,2017-01-21
PLY-2617,0872,2884,443137,5,2016-11-20
PLY-2618,0873,2573,387234,5,2017-04-01
PLY-2619,0873,2194,336093,5,2015-02-28
PLY-2620,0873,2515,261903,5,2017-07-06
PLY-2621,0874,2162,433854,5,2018-01-22
PLY-2622,0874,2398,353741,5,2016-02-05
PLY-2623,0874,4153,357160,5,2015-10-26
PLY-2624,0875,4504,499404,5,2016-07-12
PLY-2625,0875,4930,466756,5,2016-02-23
PLY-2626,0875,2493,339288,5,2016-08-16
PLY-2627,0876,2429,423304,5,2017-03-02
PLY-2628,0876,3860,469994,5,2017-11-12
PLY-2629,0876,2721,471685,5,2015-02-08
PLY-2630,0877,3018,467823,5,2015-08-09
PLY-2631,0877,3209,251612,5,2017-02-12
PLY-2632,0877,4302,473974,5,2018-06-28
PLY-2633,0878,3583,362729,5,2017-10-23
PLY-2634,0878,2013,286560,5,2018-04-25
PLY-2635,0878,2713,369774,5,2015-08-07
PLY-2636,0879,4667,455712,5,2015-11-04
PLY-2637,0879,2234,389384,5,2015-05-19
PLY-2638,0879,2857,454825,5,2015-05-12
PLY-2639,0880,3582,479253,5,2016-07-11
PLY-2640,0880,3987,497579,5,2017-10-12
PLY-2641,0880,3234,399037,5,2018-05-21
PLY-2642,0881,2498,470983,5,2016-11-15
PLY-2643,0881,3120,250116,5,2017-07-04
PLY-2644,0881,3958,363193,5,2015-07-04
PLY-2645,0882,3370,262218,5,2018-01-21
PLY-2646,0882,2852,257561,5,2018-10-04
PLY-2647,0882,3495,423273,5,2015-02-21
PLY-2648,0883,4081,474652,5,2016-11-02
PLY-2649,0883,2913,371448,5,2015-01-19
PLY-2650,0883,4804,330967,5,2017-06-03
PLY-2651,0884,3617,485767,5,2018-01-06
PLY-2652,0884,2683,298076,5,2017-03-10
PLY-2653,0884,3535,259946,5,2017-04-02
PLY-2654,0885,2697,476016,5,2015-03-06
PLY-2655,0885,3136,265164,5,2017-10-05
PLY-2656,0885,2409,346250,5,2015-11-04
PLY-2657,0886,2878,426890,5,2018-03-12
PLY-2658,0886,3673,273978,5,2016-04-05
PLY-2659,0886,2147,372871,5,2017-03-03
PLY-2660,0887,4336,449560,5,2017-05-29
PLY-2661,0887,4267,255863,5,2018-06-30
PLY-2662,0887,2950,307262,5,2015-01-26
PLY-2663,0888,3482,291460,5,2017-04-05
PLY-2664,0888,2626,494147,5,2016-09-07
PLY-2665,0888,2112,375945,5,2016-05-20
PLY-2666,0889,3828,493588,5,2015-12-15
PLY-2667,0889,2605,340300,5,2017-12-07
PLY-2668,0889,2864,384016,5,2017-10-07
PLY-2669,0890,3298,359989,5,2016-05-20
PLY-2670,0890,2471,290213,5,2018-04-26
PLY-2671,0890,4980,400592,5,2017-05-10
PLY-2672,0891,2952,421002,5,2017-12-16
PLY-2673,0891,3177,271263,5,2018-10-28
PLY-2674,0891,4135,252216,5,2016-01-31
PLY-2675,0892,3487,276669,5,2016-11-22
PLY-2676,0892,2495,376184,5,2016-07-21
PLY-2677,0892,2177,419086,5,2016-10-02
PLY-2678,0893,4403,311736,5,2016-11-11
PLY-2679,0893,3756,259274,5,2017-08-02
PLY-2680,0893,2487,400490,5,2016-01-28
PLY-2681,0894,2188,469475,5,2018-11-28
PLY-2682,0894,4685,306012,5,2015-09-26
PLY-2683,0894,3020,419858,5,2016-05-27
PLY-2684,0895,2336,493202,5,2018-05-02
PLY-2685,0895,2523,438555,5,2016-04-09
PLY-2686,0895,4858,279836,5,2017-05-14
PLY-2687,0896,2279,422946,5,2017-12-30
PLY-2688,0896,2277,320232,5,2017-02-06
PLY-2689,0896,4378,273583,5,2017-04-13
PLY-2690,0897,2511,285494,5,2015-04-20
PLY-2691,0897,3955,452434,5,2015-11-06
PLY-2692,0897,2960,349538,5,2016-07-03
PLY-2693,0898,2943,488444,5,2016-04-27
PLY-2694,0898,4811,319814,5,2015-03-05
PLY-2695,0898,3761,399041,5,2018-01-12
PLY-2696,0899,2704,454463,5,2016-01-21
PLY-2697,0899,3209,426950,5,2015-04-14
PLY-2698,0899,3263,321932,5,2018-12-25
PLY-2699,0900,2842,414500,5,2017-07-01
PLY-2700,0900,2803,371676,5,2015-11-11
PLY-2701,0900,2413,486566,5,2018-12-08
PLY-2702,0901,2444,490135,5,2015-09-08
PLY-2703,0901,3959,346901,5,2015-06-22
PLY-2704,0901,3646,276814,5,2015-06-12
PLY-2705,0902,4725,469737,5,2016-04-01
PLY-2706,0902,2179,466039,5,2017-09-13
PLY-2707,0902,4544,403775,5,2015-06-09
PLY-2708,0903,4585,433569,5,2017-03-29
PLY-2709,0903,3795,368981,5,2016-03-22
PLY-2710,0903,3465,396724,5,2016-10-20
PLY-2711,0904,2032,290689,5,2015-09-12
PLY-2712,0904,4651,319879,5,2018-05-21
PLY-2713,0904,4459,279159,5,2016-09-23
PLY-2714,0905,2211,294140,5,2017-03-04
PLY-2715,0905,3781,458800,5,2017-05-30
PLY-2716,0905,4795,450766,5,2017-12-11
PLY-2717,0906,4074,360624,5,2017-05-04
PLY-2718,0906,2113,346661,5,2015-09-03
PLY-2719,0906,3149,451235,5,2015-04-17
PLY-2720,0907,4388,292073,5,2017-09-23
PLY-2721,0907,3230,312568,5,2017-03-29
PLY-2722,0907,4756,263180,5,2018-12-18
PLY-2723,0908,3536,263908,5,2018-01-02
PLY-2724,0908,4024,472600,5,2017-06-09
PLY-2725,0908,3543,452583,5,2016-10-31
PLY-2726,0909,2436,260257,5,2018-05-28
PLY-2727,0909,4836,363478,5,2015-06-28
PLY-2728,0909,4049,256315,5,2017-07-24
PLY-2729,0910,3243,373942,5,2017-06-13
PLY-2730,0910,4981,300575,5,2016-06-18
PLY-2731,0910,2852,271155,5,2018-09-24
PLY-2732,0911,4712,363854,5,2017-02-15
PLY-2733,0911,2874,356050,5,2018-05-15
PLY-2734,0911,4344,255003,5,2015-01-10
PLY-2735,0912,3310,367560,5,2018-01-10
PLY-2736,0912,4856,488821,5,2018-12-10
PLY-2737,0912,2730,362255,5,2018-05-24
PLY-2738,0913,3054,401398,5,2016-08-30
PLY-2739,0913,3098,268366,5,2017-05-05
PLY-2740,0913,3494,442347,5,2018-06-10
PLY-2741,0914,4078,323973,5,2016-06-27
PLY-2742,0914,3756,312871,5,2018-03-19
PLY-2743,0914,2221,288932,5,2018-05-16
PLY-2744,0915,3798,309195,5,2015-08-30
PLY-2745,0915,3005,295915,5,2015-12-04
PLY-2746,0915,3106,354194,5,2015-08-29
PLY-2747,0916,4296,361637,5,2018-08-30
PLY-2748,0916,3078,409486,5,2018-08-26
PLY-2749,0916,3948,271281,5,2017-05-21
PLY-2750,0917,4207,417055,5,2015-01-03
PLY-2751,0917,2930,486553,5,2017-09-21
PLY-2752,0917,3468,310054,5,2017-02-04
PLY-2753,0918,4077,355417,5,2017-04-22
PLY-2754,0918,2452,388189,5,2018-03-02
PLY-2755,0918,2249,340533,5,2016-04-02
PLY-2756,0919,3333,254556,5,2016-09-25
PLY-2757,0919,4699,273684,5,2016-08-26
PLY-2758,0919,4354,352129,5,2018-04-25
PLY-2759,0920,4065,316104,5,2015-06-12
PLY-2760,0920,3122,446468,5,2018-01-19
PLY-2761,0920,2533,311933,5,2017-11-16
PLY-2762,0921,4105,383921,5,2018-11-20
PLY-2763,0921,4896,285957,5,2018-03-11
PLY-2764,0921,2965,295109,5,2016-05-15
PLY-2765,0922,4529,410928,5,2017-10-02
PLY-2766,0922,3427,336228,5,2015-11-26
PLY-2767,0922,4356,326511,5,2015-04-25
PLY-2768,0923,3529,433274,5,2018-12-26
PLY-2769,0923,4312,354704,5,2018-12-12
PLY-2770,0923,4001,299537,5,2016-02-16
PLY-2771,0924,3827,284589,5,2018-07-18
PLY-2772,0924,3396,367930,5,2017-11-15
PLY-2773,0924,2530,254412,5,2015-08-11
PLY-2774,0925,2699,279991,5,2016-06-06
PLY-2775,0925,3398,373718,5,2016-07-24
PLY-2776,0925,4966,319137,5,2017-06-02
PLY-2777,0926,4353,355832,5,2017-12-24
PLY-2778,0926,3527,355151,5,2016-01-26
PLY-2779,0926,4303,271836,5,2016-07-21
PLY-2780,0927,2239,298732,5,2018-10-25
PLY-2781,0927,3744,482632,5,2016-09-30
PLY-2782,0927,4735,389417,5,2018-09-13
PLY-2783,0928,3224,440737,5,2018-06-11
PLY-2784,0928,3730,265495,5,2017-07-16
PLY-2785,0928,2849,388152,5,2016-12-01
PLY-2786,0929,2971,383129,5,2018-06-10
PLY-2787,0929,3152,480732,5,2016-09-11
PLY-2788,0929,2411,335101,5,2018-06-10
PLY-2789,0930,3090,377169,5,2016-01-14
PLY-2790,0930,4448,458705,5,2017-04-04
PLY-2791,0930,4251,473658,5,2017-09-25
PLY-2792,0931,2416,487057,5,2017-06-18
PLY-2793,0931,3316,302633,5,2015-01-17
PLY-2794,0931,2234,400570,5,2018-04-29
PLY-2795,0932,2112,403805,5,2016-10-07
PLY-2796,0932,3184,463481,5,2018-08-13
PLY-2797,0932,4874,261641,5,2018-05-10
PLY-2798,0933,3410,302277,5,2018-01-22
PLY-2799,0933,4692,495915,5,2016-06-04
PLY-2800,0933,4149,452531,5,2016-03-21
PLY-2801,0934,4267,418940,5,2018-01-22
PLY-2802,0934,2492,355903,5,2016-01-08
PLY-2803,0934,2934,434373,5,2015-06-08
PLY-2804,0935,3471,486360,5,2015-04-13
PLY-2805,0935,3739,465651,5,2016-07-04
PLY-2806,0935,3596,279149,5,2015-09-01
PLY-2807,0936,2903,486148,5,2016-12-28
PLY-2808,0936,3942,471193,5,2016-10-31
PLY-2809,0936,2094,386331,5,2015-01-06
PLY-2810,0937,2326,295225,5,2018-09-14
PLY-2811,0937,2327,285292,5,2016-03-23
PLY-2812,0937,2966,363379,5,2017-05-23
PLY-2813,0938,4402,457520,5,2016-12-03
PLY-2814,0938,4773,335366,5,2017-04-15
PLY-2815,0938,3020,470929,5,2015-05-01
PLY-2816,0939,3199,454662,5,2017-01-08
PLY-2817,0939,2335,301561,5,2015-09-21
PLY-2818,0939,4947,357333,5,2015-08-01
PLY-2819,0940,4247,279036,5,2015-01-26
PLY-2820,0940,2766,267409,5,2016-10-16
PLY-2821,0940,2268,380288,5,2016-07-12
PLY-2822,0941,3534,314923,5,2018-03-06
PLY-2823,0941,4725,436252,5,2015-08-04
PLY-2824,0941,2680,479507,5,2016-05-16
PLY-2825,0942,4411,365822,5,2015-12-10
PLY-2826,0942,4731,271006,5,2016-07-20
PLY-2827,0942,2372,279154,5,2015-03-01
PLY-2828,0943,2470,278116,5,2017-10-20
PLY-2829,0943,2191,334267,5,2018-04-09
PLY-2830,0943,3750,269623,5,2017-09-08
PLY-2831,0944,4913,279758,5,2017-02-04
PLY-2832,0944,4914,288425,5,2016-11-18
PLY-2833,0944,4372,408735,5,2015-09-29
PLY-2834,0945,4244,432196,5,2018-08-19
PLY-2835,0945,2941,322087,5,2015-08-23
PLY-2836,0945,3409,410462,5,2015-03-26
PLY-2837,0946,2884,283204,5,2015-12-12
PLY-2838,0946,3633,351434,5,2016-12-27
PLY-2839,0946,3950,473130,5,2018-12-29
PLY-2840,0947,2844,269529,5,2017-03-16
PLY-2841,0947,4431,314222,5,2016-09-03
PLY-2842,0947,3112,376832,5,2017-12-14
PLY-2843,0948,2936,383874,5,2017-08-14
PLY-2844,0948,3018,312668,5,2017-02-10
PLY-2845,0948,4735,391650,5,2017-09-10
